,Track ID,Genre,Listens,Artist Name,Location,Release Date
127,312,Rock,748,Blah Blah Blah,Colchester UK,2007-09-01 00:00:00
128,313,Rock,70,Blah Blah Blah,Colchester UK,1982-04-06 00:00:00
129,314,Rock,69,Blah Blah Blah,Colchester UK,2007-09-01 00:00:00
130,315,Rock,297,Blah Blah Blah,Colchester UK,1981-01-01 00:00:00
131,316,Rock,90,Blah Blah Blah,Colchester UK,1981-01-01 00:00:00
132,317,Rock,241,Blah Blah Blah,Colchester UK,1982-04-06 00:00:00
133,318,Rock,153,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
134,319,Rock,325,Blah Blah Blah,Colchester UK,2007-09-01 00:00:00
135,320,Rock,309,Blah Blah Blah,Colchester UK,1981-01-01 00:00:00
136,321,Rock,487,Blah Blah Blah,Colchester UK,1982-04-06 00:00:00
137,322,Rock,304,Blah Blah Blah,Colchester UK,2007-09-01 00:00:00
138,323,Rock,94,Blah Blah Blah,Colchester UK,2007-09-01 00:00:00
139,324,Rock,106,Blah Blah Blah,Colchester UK,1982-04-06 00:00:00
140,325,Rock,217,Blah Blah Blah,Colchester UK,1981-01-01 00:00:00
141,326,Rock,228,Blah Blah Blah,Colchester UK,1982-04-06 00:00:00
142,327,Rock,164,Blah Blah Blah,Colchester UK,1982-04-06 00:00:00
143,328,Rock,254,Blah Blah Blah,Colchester UK,1982-04-06 00:00:00
144,330,Rock,58,Blah Blah Blah,Colchester UK,2007-09-01 00:00:00
145,331,Rock,105,Blah Blah Blah,Colchester UK,2007-09-01 00:00:00
146,332,Rock,76,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
147,333,Rock,322,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
148,334,Rock,388,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
149,335,Rock,225,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
150,336,Rock,144,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
151,337,Rock,195,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
152,338,Rock,160,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
153,339,Rock,118,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
154,340,Rock,281,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
155,341,Rock,1629,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
156,342,Rock,165,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
157,343,Rock,192,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
158,344,Rock,111,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
159,345,Rock,251,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
160,346,Rock,181,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
161,347,Rock,71,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
162,348,Rock,97,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
163,349,Rock,125,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
164,350,Rock,90,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
165,351,Rock,150,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
166,352,Rock,505,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
167,353,Rock,139,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
168,354,Rock,108,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
169,355,Rock,65,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
170,356,Rock,144,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
171,357,Rock,165,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
172,358,Rock,182,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
173,359,Rock,62,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
174,360,Rock,255,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
175,361,Rock,65,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
176,362,Rock,59,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
177,363,Rock,98,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
178,364,Rock,47,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
179,365,Rock,326,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
180,366,Rock,67,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
181,367,Rock,55,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
182,368,Rock,2281,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
183,369,Rock,1551,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
184,370,Rock,71,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
185,371,Rock,47,Blah Blah Blah,Colchester UK,2009-01-01 00:00:00
190,393,Rock,424,Boogie Witch,"Philadelphia, PA",2009-01-07 00:00:00
191,394,Rock,280,Boogie Witch,"Philadelphia, PA",2009-01-07 00:00:00
192,395,Rock,244,Boogie Witch,"Philadelphia, PA",2009-01-07 00:00:00
193,396,Electronic,188,Borful Tang,"San Francisco, CA",2007-01-01 00:00:00
194,397,Electronic,427,Borful Tang,"San Francisco, CA",2007-01-01 00:00:00
195,398,Electronic,587,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
196,399,Electronic,520,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
197,400,Electronic,587,Borful Tang,"San Francisco, CA",2007-01-01 00:00:00
198,401,Electronic,157,Borful Tang,"San Francisco, CA",2007-01-01 00:00:00
199,402,Electronic,55,Borful Tang,"San Francisco, CA",2007-01-01 00:00:00
200,403,Electronic,558,Borful Tang,"San Francisco, CA",2006-01-01 00:00:00
201,404,Electronic,392,Borful Tang,"San Francisco, CA",2007-01-01 00:00:00
202,405,Electronic,378,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
203,406,Electronic,148,Borful Tang,"San Francisco, CA",2007-01-01 00:00:00
204,407,Electronic,177,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
205,408,Electronic,254,Borful Tang,"San Francisco, CA",2006-01-01 00:00:00
206,410,Electronic,213,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
207,411,Electronic,185,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
208,412,Electronic,140,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
209,414,Electronic,3737,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
210,416,Electronic,243,Borful Tang,"San Francisco, CA",2005-07-05 00:00:00
247,458,Rock,1241,CAVE,"Chicago, IL",2009-01-07 00:00:00
248,459,Rock,7765,CAVE,"Chicago, IL",2009-01-07 00:00:00
254,466,Rock,85,Celesteville,"Portland, OR",2009-01-07 00:00:00
255,467,Rock,207,Celesteville,"Portland, OR",2009-01-07 00:00:00
256,468,Rock,176,Celesteville,"Portland, OR",2002-01-01 00:00:00
257,469,Rock,28,Celesteville,"Portland, OR",2009-01-07 00:00:00
258,470,Rock,82,Celesteville,"Portland, OR",2009-01-07 00:00:00
259,471,Rock,49,Celesteville,"Portland, OR",2009-01-07 00:00:00
261,473,Rock,39,Celesteville,"Portland, OR",2009-01-07 00:00:00
262,474,Rock,139,Celesteville,"Portland, OR",2002-01-01 00:00:00
263,475,Rock,62,Celesteville,"Portland, OR",2009-01-07 00:00:00
265,477,Rock,118,Celesteville,"Portland, OR",2002-01-01 00:00:00
266,478,Rock,60,Celesteville,"Portland, OR",2009-01-07 00:00:00
267,479,Rock,27,Celesteville,"Portland, OR",2009-01-07 00:00:00
268,480,Rock,149,Celesteville,"Portland, OR",2002-01-01 00:00:00
269,481,Rock,22,Celesteville,"Portland, OR",2009-01-07 00:00:00
271,483,Rock,83,Celesteville,"Portland, OR",2009-01-07 00:00:00
272,484,Rock,36,Celesteville,"Portland, OR",2009-01-07 00:00:00
273,485,Rock,116,Celesteville,"Portland, OR",2002-01-01 00:00:00
274,486,Rock,29,Celesteville,"Portland, OR",2009-01-07 00:00:00
275,487,Rock,38,Celesteville,"Portland, OR",2009-01-07 00:00:00
277,490,Rock,218,Celesteville,"Portland, OR",2009-01-07 00:00:00
278,491,Rock,17,Celesteville,"Portland, OR",2009-01-07 00:00:00
279,492,Rock,95,Celesteville,"Portland, OR",2009-01-07 00:00:00
280,493,Rock,85,Celesteville,"Portland, OR",2009-01-07 00:00:00
281,495,Rock,922,Celesteville,"Portland, OR",2002-01-01 00:00:00
283,497,Rock,27,Celesteville,"Portland, OR",2009-01-07 00:00:00
284,498,Rock,57,Celesteville,"Portland, OR",2009-01-07 00:00:00
286,501,Rock,39,Celesteville,"Portland, OR",2009-01-07 00:00:00
287,502,Rock,175,Celesteville,"Portland, OR",2002-01-01 00:00:00
289,504,Rock,29,Celesteville,"Portland, OR",2009-01-07 00:00:00
290,506,Rock,42,Celesteville,"Portland, OR",2009-01-07 00:00:00
291,507,Rock,71,Celesteville,"Portland, OR",2009-01-07 00:00:00
292,508,Rock,14,Celesteville,"Portland, OR",2009-01-07 00:00:00
293,509,Rock,42,Celesteville,"Portland, OR",2009-01-07 00:00:00
295,511,Rock,39,Celesteville,"Portland, OR",2009-01-07 00:00:00
296,512,Rock,2002,Celesteville,"Portland, OR",2009-01-07 00:00:00
297,513,Rock,43,Celesteville,"Portland, OR",2009-01-07 00:00:00
298,514,Rock,48,Celesteville,"Portland, OR",2009-01-07 00:00:00
299,515,Rock,120,Celesteville,"Portland, OR",2009-01-07 00:00:00
300,516,Rock,29,Celesteville,"Portland, OR",2009-01-07 00:00:00
301,517,Rock,94,Celesteville,"Portland, OR",2009-01-07 00:00:00
302,520,Rock,65,Celesteville,"Portland, OR",2009-01-08 00:00:00
303,521,Rock,172,Celesteville,"Portland, OR",2009-01-08 00:00:00
304,522,Rock,50,Celesteville,"Portland, OR",2009-01-08 00:00:00
305,523,Rock,201,Celesteville,"Portland, OR",2009-01-08 00:00:00
306,524,Rock,190,Celesteville,"Portland, OR",2009-01-08 00:00:00
307,525,Rock,112,Celesteville,"Portland, OR",2009-01-08 00:00:00
308,526,Rock,171,Celesteville,"Portland, OR",2009-01-08 00:00:00
309,527,Rock,85,Celesteville,"Portland, OR",2009-01-08 00:00:00
310,528,Rock,59,Celesteville,"Portland, OR",2009-01-08 00:00:00
311,529,Rock,169,Celesteville,"Portland, OR",2009-01-08 00:00:00
312,530,Rock,58,Celesteville,"Portland, OR",2009-01-08 00:00:00
313,531,Rock,109,Celesteville,"Portland, OR",2009-01-08 00:00:00
314,532,Electronic,225,Chandeliers,"Chicago, IL",2008-09-15 00:00:00
315,533,Electronic,341,Chandeliers,"Chicago, IL",2008-09-15 00:00:00
316,534,Folk,614,Charles Manson,San Qunetin,2009-01-14 00:00:00
317,535,Folk,397,Charles Manson,San Qunetin,2009-01-14 00:00:00
318,536,Folk,336,Charles Manson,San Qunetin,2009-01-14 00:00:00
319,537,Folk,367,Charles Manson,San Qunetin,2009-01-14 00:00:00
320,538,Folk,223,Charles Manson,San Qunetin,2009-01-14 00:00:00
321,539,Folk,128,Charles Manson,San Qunetin,2009-01-14 00:00:00
322,540,Folk,835,Charles Manson,San Qunetin,2009-01-14 00:00:00
323,541,Folk,113,Charles Manson,San Qunetin,2009-01-14 00:00:00
324,542,Folk,126,Charles Manson,San Qunetin,2009-01-14 00:00:00
325,543,Folk,88,Charles Manson,San Qunetin,2009-01-14 00:00:00
326,544,Folk,213,Charles Manson,San Qunetin,2009-01-14 00:00:00
327,545,Folk,64,Charles Manson,San Qunetin,2009-01-14 00:00:00
328,546,Folk,741,Charles Manson,San Qunetin,2009-01-14 00:00:00
329,547,Folk,100,Charles Manson,San Qunetin,2009-01-14 00:00:00
330,548,Folk,119,Charles Manson,San Qunetin,2009-01-14 00:00:00
331,549,Folk,290,Charles Manson,San Qunetin,2009-01-14 00:00:00
332,550,Electronic,2632,Chief Boima,"San Francisco, CA",2009-01-08 00:00:00
341,562,Rock,127,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
342,563,Rock,134,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
343,564,Rock,467,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
344,565,Rock,93,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
345,566,Rock,181,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
346,567,Rock,183,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
347,568,Rock,110,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
348,569,Rock,81,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
349,570,Rock,70,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
350,571,Rock,157,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
351,572,Rock,147,Cinwaves,"Deerfield Beach, FL",2007-01-01 00:00:00
354,575,Rock,96,Clyde Rourke,"Chicago, IL",2009-01-16 00:00:00
355,576,Rock,200,Clyde Rourke,"Chicago, IL",2009-01-16 00:00:00
356,577,Rock,55,Clyde Rourke,"Chicago, IL",2009-01-16 00:00:00
357,578,Rock,43,Clyde Rourke,"Chicago, IL",2009-01-16 00:00:00
358,579,Rock,460,CoCoComa,"Chicago, IL",2008-01-01 00:00:00
359,580,Rock,349,CoCoComa,"Chicago, IL",2008-01-01 00:00:00
360,583,Hip-Hop,536,DJ's of Mass Destruction,"San Francisco, CA",2009-01-08 00:00:00
361,584,Hip-Hop,858,DJ's of Mass Destruction,"San Francisco, CA",2009-01-08 00:00:00
362,585,Hip-Hop,330,DJ's of Mass Destruction,"San Francisco, CA",2009-01-08 00:00:00
363,586,Hip-Hop,227,DJ's of Mass Destruction,"San Francisco, CA",2009-01-08 00:00:00
364,587,Experimental,218,Death Sentence: Panda!,"San Francisco, CA",2009-01-08 00:00:00
365,588,Experimental,530,Death Sentence: Panda!,"San Francisco, CA",2009-01-08 00:00:00
366,589,Experimental,166,Death Sentence: Panda!,"San Francisco, CA",2009-01-08 00:00:00
367,590,Jazz,2914,Delta Dreambox,"Brooklyn, NY",2009-01-08 00:00:00
368,591,Jazz,2624,Delta Dreambox,"Brooklyn, NY",2009-01-08 00:00:00
369,592,Jazz,2465,Delta Dreambox,"Brooklyn, NY",2009-01-08 00:00:00
370,593,Jazz,3092,Delta Dreambox,"Brooklyn, NY",2009-01-08 00:00:00
380,610,Folk,508,Dragging an Ox Through Water,"Portland, OR",2006-03-22 00:00:00
381,611,Folk,370,Dragging an Ox Through Water,"Portland, OR",2003-08-20 00:00:00
382,612,Folk,566,Dragging an Ox Through Water,"Portland, OR",2008-10-04 00:00:00
385,615,Experimental,1019,EKG,"Chicago, IL",2009-01-08 00:00:00
386,616,Experimental,393,EKG,"Chicago, IL",2009-01-08 00:00:00
391,621,Folk,678,Ed Askew,"New York, NY",2009-01-07 00:00:00
395,625,Folk,655,Ed Askew,"New York, NY",2009-01-07 00:00:00
402,633,Rock,509,El Jesus De Magico,"Columbus, OH",2009-01-08 00:00:00
403,634,Rock,272,El Jesus De Magico,"Columbus, OH",2009-01-08 00:00:00
404,635,Rock,774,El Jesus De Magico,"Columbus, OH",2009-01-08 00:00:00
409,641,Electronic,222,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
410,642,Electronic,193,Ethan Persoff,"Austin, TX",2001-05-01 00:00:00
411,643,Electronic,127,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
412,644,Electronic,121,Ethan Persoff,"Austin, TX",2001-05-01 00:00:00
413,645,Electronic,82,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
414,646,Electronic,202,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
415,647,Electronic,189,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
416,648,Electronic,273,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
417,649,Electronic,67,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
418,650,Electronic,151,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
419,651,Electronic,111,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
420,652,Electronic,90,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
421,653,Electronic,111,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
422,654,Electronic,114,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
423,655,Electronic,77,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
424,656,Electronic,103,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
425,657,Electronic,50,Ethan Persoff,"Austin, TX",2005-01-01 00:00:00
426,658,Electronic,444,Ethan Persoff,"Austin, TX",2009-01-08 00:00:00
427,659,Electronic,219,Ethan Persoff,"Austin, TX",2002-10-01 00:00:00
428,660,Electronic,94,Ethan Persoff,"Austin, TX",2002-10-01 00:00:00
429,661,Electronic,82,Ethan Persoff,"Austin, TX",2002-10-01 00:00:00
430,662,Electronic,260,Ethan Persoff,"Austin, TX",2002-10-01 00:00:00
431,663,Electronic,80,Ethan Persoff,"Austin, TX",2002-10-01 00:00:00
432,664,Electronic,1835,Ethan Persoff,"Austin, TX",2002-10-01 00:00:00
433,665,Electronic,3870,Ethan Persoff,"Austin, TX",2009-01-08 00:00:00
434,666,International,1902,Explode Into Colors,"Portland, OR",2009-01-08 00:00:00
435,667,International,2005,Explode Into Colors,"Portland, OR",2009-01-08 00:00:00
458,690,Rock,5724,Flying Luttenbachers,"Chicago, IL",2009-01-08 00:00:00
459,691,Rock,471,Flying Luttenbachers,"Chicago, IL",2002-01-01 00:00:00
460,692,Rock,573,Flying Luttenbachers,"Chicago, IL",2004-01-01 00:00:00
461,693,Rock,326,Flying Luttenbachers,"Chicago, IL",2009-01-08 00:00:00
462,694,Hip-Hop,7883,Food For Animals,"Baltimore, MD",2007-11-30 00:00:00
463,695,Hip-Hop,2826,Food For Animals,"Baltimore, MD",2009-01-08 00:00:00
464,696,Rock,1119,Foot Village,"Los Angeles, CA",2006-01-01 00:00:00
465,697,Rock,141,Foot Village,"Los Angeles, CA",2006-01-01 00:00:00
466,698,Rock,409,Foot Village,"Los Angeles, CA",2006-01-01 00:00:00
467,699,Rock,170,Foot Village,"Los Angeles, CA",2006-01-01 00:00:00
468,700,Rock,53,Foot Village,"Los Angeles, CA",2006-01-01 00:00:00
469,701,Rock,644,Foot Village,"Los Angeles, CA",2006-01-01 00:00:00
470,702,Rock,950,Foot Village,"Los Angeles, CA",2006-01-01 00:00:00
471,703,Rock,750,Foot Village,"Los Angeles, CA",2006-01-01 00:00:00
472,704,International,2105,Fósforo,"Los Angeles, CA",2007-01-01 00:00:00
473,705,International,2545,Fósforo,"Los Angeles, CA",2007-01-01 00:00:00
474,706,International,1948,Fósforo,"Los Angeles, CA",2007-01-01 00:00:00
475,707,International,1922,Fósforo,"Los Angeles, CA",2007-01-01 00:00:00
476,708,International,5007,Fósforo,"Los Angeles, CA",2007-01-01 00:00:00
477,709,International,3812,Fósforo,"Los Angeles, CA",2007-01-01 00:00:00
478,711,Rock,157,The Functional Blackouts,"Chicago, IL",2009-01-09 00:00:00
479,712,Rock,112,The Functional Blackouts,"Chicago, IL",2009-01-09 00:00:00
480,713,Rock,84,The Functional Blackouts,"Chicago, IL",2009-01-09 00:00:00
481,714,Folk,646,Fursaxa,"Philadelphia, PA",2009-01-09 00:00:00
482,715,Folk,928,Fursaxa,"Philadelphia, PA",2008-03-18 00:00:00
483,716,Folk,1252,Fursaxa,"Philadelphia, PA",2008-03-18 00:00:00
484,717,Folk,603,Fursaxa,"Philadelphia, PA",2009-01-09 00:00:00
